longname,glot_fam,81A,82A,83A,87A,88A,89A,92A,93A,nValues,97A,112A,116A,143A,143E,143F,143G,144A,144B,144D,144H,144I,144J,144K,26A,33A,37A,38A,51A,57A,69A,85A,86A,90A,90C,95A,96A,101A,144L,144P,144Q,144R,144S,70A,71A,132A,133A,134A,135A,14A,15A,16A,17A,142A,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,18A,19A,20A,21A,21B,28A,29A,35A,39A,40A,44A,48A,49A,50A,65A,66A,67A,68A,77A,78A,84A,91A,94A,98A,99A,100A,102A,103A,104A,107A,111A,113A,114A,121A,129A,130A,13A,22A,23A,24A,25A,25B,27A,30A,31A,32A,34A,36A,41A,42A,46A,47A,52A,53A,54A,55A,58A,58B,59A,60A,61A,62A,63A,64A,72A,73A,74A,75A,76A,79A,79B,80A,90B,105A,106A,108A,108B,109A,109B,110A,115A,117A,118A,119A,120A,122A,123A,124A,125A,126A,127A,128A,131A,136A,136B,137A,137B,144M,138A,39B,45A,56A,143B,144F,144E,139A,140A,143C,144O,144G,43A,144C,144T,144V,144W,144X,81B,10B,130B,144N,144U,90D,144Y,90E,141A,90F,143D,90G
GS.GOGODALA.GOGODALA_GOGODARA,Suki-Gogodala,1,1,1,,,,,,-179,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GOHARABAD_SHINA,Indo-European,1,1,1,1,1,1,,2,-163,1,2,2,1,1,,,,,,,,,,2,2,,,1,,2,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.CROSS_RIVER.GOKANA,Atlantic-Congo,2,1,2,1,2,1,1,2,-160,,2,1,1,1,,,2,,2,,1,,,1,,2,,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.MEL.GOLA,Atlantic-Congo,,,,,,,,,-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,1,1,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.CHIMBU.GOLIN,Nuclear_Trans_New_Guinea,1,1,1,2,2,2,,,-165,2,1,2,,,2,,,,,,,,,2,,,,,2,2,1,1,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.WESTERN_PAMA_NYUNGAN.GOMAIDJ,Pama-Nyungan,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bun.BUNUBAN.GOONIYANDI,Bunaban,,1,1,2,1,1,,,-106,2,2,,1,1,,,,,,,,,,,,1,,,2,1,,,,,,,2,,,,,,,,,,,,2,,,1,,,1,,1,1,1,1,2,1,2,1,2,,1,,1,1,1,,,,,,2,,,2,1,1,,2,,,,,,,2,,,,2,1,1,,,2,,1,,,2,,2,1,1,1,1,,1,2,,1,1,2,1,1,1,2,1,2,,2,,,,1,2,,2,,,,1,,,,2,2,,,2,1,,,,,2,2,,2,2,,1,,1,1,1,1,,,,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
An.GREATER_CENTRAL_PHILIPPINE.GORONTALO,Austronesian,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.GUR.GOURMANCHEMA,Atlantic-Congo,,,,,,,,,-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.GRAND_COULI,Austronesian,,,2,1,2,1,,2,-148,,,1,1,1,,,,,,,1,,,1,,1,,,2,,2,2,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,1,1,,,2,2,2,1,1,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
IE.GREEK.GREEK,Indo-European,,,2,1,1,1,1,1,-92,,2,1,1,1,,,,,,,1,,,2,2,1,2,1,,2,2,2,1,1,,,2,,,,,,1,,,,,,,,,1,1,,2,,,2,1,1,2,,2,1,,1,,1,2,,,,,,,,2,,,1,1,2,1,1,1,,1,1,2,2,2,,2,,1,1,1,,,2,2,1,,,,,2,,,2,,,,,1,1,2,1,,,,2,1,1,,,,1,1,1,2,2,1,1,,2,1,,1,,,,,,2,1,,2,2,1,1,1,2,,1,1,1,1,2,2,1,1,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,
IE.INDIC.GREEK_ROMANY,Indo-European,,,,,,,,,-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gua.GUAHIBAN.GUAHIBO,Guahiboan,1,1,1,,,,,1,-163,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,2,,,,,,,,,,,2,1,,,,,,2,2,,,,1,1,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tup.TUPI_GUARANI.GUAJAJARA,Tupian,,2,2,2,1,1,,1,-162,,1,,,2,,,,,,,,,,,,,,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,2,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Bar.BARBACOAN.GUAMBIANO,Barbacoan,,,,,,,,,-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,2,2,,1,1,1,1,2,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuc.TUCANOAN.GUANANO,Tucanoan,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuA.PALAUNG_KHMUIC.GUANSHUANG_WA,Austroasiatic,,,,,,,,,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tup.TUPI_GUARANI.GUARANI,Tupian,2,1,2,2,1,1,,2,-99,,,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,,2,,,,,,2,,,,,,,,1,,,2,2,,,1,1,1,2,,1,1,1,1,1,1,,1,1,,,,,,,1,1,2,1,1,,2,,1,,,2,2,,,,,2,2,,,1,2,2,1,,1,1,1,2,,1,1,1,2,,,2,,,2,,,1,2,2,1,,,,1,1,1,1,,,,,1,1,,1,2,,,,,,1,,1,1,2,,,,1,1,1,,1,1,1,1,1,,2,,1,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,
Tup.TUPI_GUARANI.GUARANI_KAIWA,Tupian,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA.TARAHUMARAN.GUARIJIO,Uto-Aztecan,,,,,1,2,,1,-171,,2,,1,1,,,,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gto.GUATO.GUATO,Guato,,2,2,2,1,,,,-175,,,,,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gua.GUAHIBAN.GUAYABERO,Guahiboan,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chi.GUAYMIIC.GUAYMI,Chibchan,1,1,1,2,2,2,,2,-149,2,,,1,1,,,,,,,,,,,2,1,,1,,2,1,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,,1,,,,1,1,1,1,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.GUDE,Afro-Asiatic,,2,2,1,,2,2,1,-151,,2,1,1,1,,,1,1,,1,,,,2,2,,,,2,2,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,1,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
TNG.BINANDEREAN.GUHU_SAMANE,Nuclear_Trans_New_Guinea,1,1,1,2,,,2,2,-170,2,2,1,,1,2,,,,,,,,,,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GUJARATI,Indo-European,1,1,1,1,1,1,,2,-159,1,2,,1,1,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt.TURKIC.GUJGI_KHORASANI,Turkic,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSu.BONGO_BAGIRMI.GULA_CAR,Central_Sudanic,2,1,2,2,2,2,2,,-164,,,1,2,,1,,,,,,,,1,1,,1,1,,,,,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.ADAMAWA.GULA_IRO,Atlantic-Congo,,,2,,,,,,-180,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GULTARI_SHINA,Indo-European,1,1,1,1,1,1,,2,-163,1,2,2,1,1,,,,,,,,,,2,2,,,1,,2,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.GUMAWANA,Austronesian,1,1,1,2,2,2,,2,-156,2,2,,1,1,,,,,,,,,,,2,1,2,,2,1,1,1,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.SOUTHEASTERN_PAMA_NYUNGAN.GUMBAYNGGIR,Pama-Nyungan,,,,,,,,2,-159,,,,,,,,,,,,,,,,2,,,1,,2,,,1,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,2,,,,,,,,2,,1,,,2,,,,,,,,2,,,,,,,,2,2,1,2,,,,,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gum.GUMUZ.GUMUZ,Gumuz,2,1,2,,2,,,,-163,,,2,2,,1,,,,,,,,,,,,,,2,,2,2,1,1,,,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNBALANG_WARLANG,Gunwinyguan,2,1,2,1,1,1,,1,-170,,,,,,2,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Wor.WORRORRAN.GUNIN_KWINI,Worrorran,,,,2,2,,,,-173,,2,,,,,,,,,,,,,,,1,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chn.PUELCHE.GUNUNA_KUNE,Puelche,,,,2,,1,,,-167,,1,,,2,,,,,,,2,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Chn.PUELCHE.GUNUNA_KUNE_2,Puelche,,,,2,,1,,,-167,,1,,,2,,,,,,,2,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNWINGGU_GUN_DJEIHMI,Gunwinyguan,,1,1,,,,1,1,-154,,2,1,1,1,,,,,,,,,,,1,2,2,1,,,,1,,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,2,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNWINGGU_KUNE,Gunwinyguan,,1,1,,,,1,1,-154,,2,1,1,1,,,,,,,,,,,1,2,2,1,,,,1,,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,2,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNWINGGU_KUNINJKU,Gunwinyguan,,1,1,,,,1,1,-154,,2,1,1,1,,,,,,,,,,,1,2,2,1,,,,1,,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,2,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNWINGGU_KUNWINJKU,Gunwinyguan,,1,1,,,,1,1,-154,,2,1,1,1,,,,,,,,,,,1,2,2,1,,,,1,,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,2,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun.GUNWINYGIC.GUNWINGGU_MANYALLALUK_MAYALI,Gunwinyguan,,1,1,,,,1,1,-154,,2,1,1,1,,,,,,,,,,,1,2,2,1,,,,1,,,,,2,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,2,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.NORTHERN_PAMA_NYUNGAN.GUNYA,Pama-Nyungan,,,,,,,,,-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GUPIS_SHINA,Indo-European,1,1,1,1,1,1,,2,-163,1,2,2,1,1,,,,,,,,,,2,2,,,1,,2,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mng.BURARRAN.GURAGONE,Maningrida,,1,,,1,,,,-176,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.IRANIAN.GURANI,Indo-European,,,,2,1,1,,,-178,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GURBET_ROMANI,Indo-European,,,,,,,,,-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,2,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.SOUTHEASTERN_PAMA_NYUNGAN.GURENG_GURENG,Pama-Nyungan,,1,,2,,,,2,-171,,2,1,1,1,,,,1,,,,,,2,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.WESTERN_PAMA_NYUNGAN.GURINDJI,Pama-Nyungan,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man.EASTERN_MANDE.GURO,Mande,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST.BODIC.GURUNG,Sino-Tibetan,1,1,1,1,1,2,2,2,-162,1,1,1,,2,,,,,,,,,,,,,,,,2,1,1,2,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST.BODIC.GURUNG_WESTERN,Sino-Tibetan,1,1,1,1,1,2,2,2,-162,1,1,1,,2,,,,,,,,,,,,,,,,2,1,1,2,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.INDIC.GURU_KALASHA,Indo-European,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.GUSII,Atlantic-Congo,,,,,,,,,-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
